property_id, seating_type, industry_anzsic4_code, location_zip, clue_small_area, trading_name, x_coordinate, location_address, location_city, location_state, number_of_seats, ogc_fid, industry_anzsic4_description, y_coordinate, census_year, street_address, base_property_id, block_id
"109435","Seats - Indoor","4511",null,"Melbourne (CBD)","Shanghai Dumpling Restaurant","144.9654386",null,null,null,"160",30778,"Cafes and Restaurants","-37.8118662","2010","23-25 Tattersalls Lane","109435","66"
"576024","Seats - Outdoor","4512",null,"Docklands","The Dome Coffee Shop","144.9479753",null,null,null,"6",30781,"Takeaway Food Services","-37.81925128","2010","747-757 Bourke Street","576023","1104"
"584059","Seats - Indoor","4511",null,"Docklands","Waterside Oriental Bistro","144.9436836",null,null,null,"80",30811,"Cafes and Restaurants","-37.81389091","2010","2-16 Newquay Promenade","584059","1109"
"104780","Seats - Indoor","4511",null,"Melbourne (CBD)","Wing Loong Restaurant","144.9666148",null,null,null,"60",30816,"Cafes and Restaurants","-37.81185359","2010","11-13 Heffernan Lane","104780","66"
"110415","Seats - Indoor","4511",null,"Southbank","Fabric Restaurant","144.9662582",null,null,null,"50",30847,"Cafes and Restaurants","-37.82261378","2010","12-16 Kavanagh Street","110415","812"
"106144","Seats - Indoor","4511",null,"Carlton","Tiamo 2","144.9670792",null,null,null,"125",30858,"Cafes and Restaurants","-37.79817948","2010","305 Lygon Street","106144","207"
"105830","Seats - Indoor","4511",null,"Melbourne (CBD)","Punch Lane Wine Bar/restaurant","144.971363",null,null,null,"35",30876,"Cafes and Restaurants","-37.81092017","2010","43 Little Bourke Street","105830","58"
"511518","Seats - Outdoor","4511",null,"Melbourne (CBD)","Citi Noodle Cafe","144.9599508",null,null,null,"6",30889,"Cafes and Restaurants","-37.80794087","2010","471 Elizabeth Street","511518","114"
"103599","Seats - Indoor","4520",null,"Melbourne (CBD)","Club UK","144.9700684",null,null,null,"99",30904,"Pubs, Taverns and Bars","-37.81165123","2010","169-171 Exhibition Street","103599","57"
"611367","Seats - Outdoor","4511",null,"Docklands","In A Rush Docklands ","144.9457644",null,null,null,"48",30928,"Cafes and Restaurants","-37.82205739","2010","791-847 Collins Street","611367","1108"
"611395","Seats - Outdoor","4512",null,"Melbourne (CBD)","Michel's Pattiserie Flinders Street","144.9558649",null,null,null,"10",30951,"Takeaway Food Services","-37.82113126","2010","561-581 Flinders Street","611395","1"
"104085","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafe Bakpak","144.9591538",null,null,null,"12",30962,"Cafes and Restaurants","-37.80895967","2010","167-175 Franklin Street","104085","104"
"109493","Seats - Outdoor","4512",null,"Melbourne (CBD)","Fine Food Corner","144.9583711",null,null,null,"24",30974,"Takeaway Food Services","-37.80792152","2010","143-151 Therry Street","109493","114"
"109303","Seats - Indoor","4511",null,"Melbourne (CBD)","Starbucks ","144.9642637",null,null,null,"90",31002,"Cafes and Restaurants","-37.8112271","2010","289-299 Swanston Street","109303","85"
"105725","Seats - Indoor","4511",null,"Melbourne (CBD)","Le Traiteur","144.9558779",null,null,null,"32",31030,"Cafes and Restaurants","-37.81385045","2010","552-554 Lonsdale Street","105725","72"
"108950","Seats - Indoor","4511",null,"West Melbourne (Residential)","Moulin Rouge Cafe ","144.9509457",null,null,null,"30",31037,"Cafes and Restaurants","-37.81132597","2010","386-394 Spencer Street","108950","101"
"102123","Seats - Outdoor","4511",null,"Melbourne (CBD)","Macchiato On Collins","144.959442",null,null,null,"6",31052,"Cafes and Restaurants","-37.81730302","2010","446-452 Collins Street","102123","33"
"106105","Seats - Outdoor","4511",null,"Carlton","Cafe Cavallino","144.9664967",null,null,null,"48",31060,"Cafes and Restaurants","-37.80144374","2010","177-183 Lygon Street","106105","246"
"598658","Seats - Outdoor","4111",null,"Docklands","Watergate Convenience Store & Cafe Bar","144.9479753",null,null,null,"12",31072,"Convenience Store","-37.81925128","2010","2-24 Waterview Walk","576023","1104"
"108646","Seats - Outdoor","4511",null,"Melbourne (Remainder)","Shuji Sushi","144.9798191",null,null,null,"22",31074,"Cafes and Restaurants","-37.8455379","2010","519-539 St Kilda Road","108646","724"
"106234","Seats - Outdoor","4511",null,"Carlton","Sale E Pepe","144.9672175",null,null,null,"32",31109,"Cafes and Restaurants","-37.80175883","2010","232 Lygon Street","106234","247"
"105726","Seats - Outdoor","4511",null,"Melbourne (CBD)","Demi Tasse ","144.9560169",null,null,null,"15",31120,"Cafes and Restaurants","-37.8134766","2010","550 Lonsdale Street","110707","72"
"105668","Seats - Outdoor","4511",null,"Melbourne (CBD)","Lonsdale Coffee Delight","144.9715313",null,null,null,"7",31124,"Cafes and Restaurants","-37.80981882","2010","19-21 Lonsdale Street","105668","68"
"101140","Seats - Indoor","4511",null,"Melbourne (CBD)","The Pancake Parlour","144.9652357",null,null,null,"250",31133,"Cafes and Restaurants","-37.8142367","2010","283-297 Bourke Street","101140","45"
"103602","Seats - Outdoor","9003",null,"Melbourne (CBD)","Her Majesty's Theatre","144.9695458",null,null,null,"10",31134,"Performing Arts Venue Operation","-37.81093839","2010","199-219 Exhibition Street","103602","67"
"578095","Seats - Indoor","4511",null,"Docklands","Summit Cafe & Bar","144.9508705",null,null,null,"90",31135,"Cafes and Restaurants","-37.81949297","2010","694-704 Collins Street","578095","1105"
"108624","Seats - Indoor","4511",null,"Melbourne (Remainder)","McDonald's","144.976192",null,null,null,"34",31163,"Cafes and Restaurants","-37.83615254","2010","407A St Kilda Road","108624","710"
"103144","Seats - Outdoor","4511",null,"Carlton","Campass Coffee","144.96981",null,null,null,"4",31171,"Cafes and Restaurants","-37.79715068","2010","138-144 Elgin Street","103144","215"
"106105","Seats - Outdoor","4511",null,"Carlton","Cafe Notturno","144.9664967",null,null,null,"64",31174,"Cafes and Restaurants","-37.80144374","2010","177-183 Lygon Street","106105","246"
"102118","Seats - Indoor","4511",null,"Melbourne (CBD)","Hydra Cafe","144.9579514",null,null,null,"189",31177,"Cafes and Restaurants","-37.8176551","2010","480-490 Collins Street","102118","32"
"589841","Seats - Outdoor","4511",null,"Melbourne (CBD)","Gloria Jeans","144.9657034",null,null,null,"6",31184,"Cafes and Restaurants","-37.810658","2010","221 Little Lonsdale Street","105749","76"
"105746","Seats - Indoor","4512",null,"Melbourne (CBD)","Healthy Habits","144.9630189",null,null,null,"12",31187,"Takeaway Food Services","-37.81073331","2010","183-265 La Trobe Street","105746","85"
"109319","Seats - Outdoor","4512",null,"Melbourne (CBD)","Gloria Jean's Coffee","144.9625918",null,null,null,"9",31208,"Takeaway Food Services","-37.80805077","2010","447-457 Swanston Street","109319","105"
"105862","Seats - Indoor","4511",null,"Melbourne (CBD)","SMXL","144.9563672",null,null,null,"50",31223,"Cafes and Restaurants","-37.81477885","2010","542-546 Little Bourke Street","105862","62"
"109822","Seats - Indoor","4511",null,"North Melbourne","Prudence Bar","144.9540548",null,null,null,"70",31250,"Cafes and Restaurants","-37.80543619","2010","368 Victoria Street","109822","357"
"589841","Seats - Indoor","4512",null,"Melbourne (CBD)","Kamil's Kebabs","144.9657034",null,null,null,"4",31254,"Takeaway Food Services","-37.810658","2010","221 Little Lonsdale Street","105749","76"
"106242","Seats - Indoor","4511",null,"Carlton","Santino's Terrace ","144.9668138",null,null,null,"221",31259,"Cafes and Restaurants","-37.803305","2010","166-168 Lygon Street","106242","252"
"105913","Seats - Indoor","4511",null,"Melbourne (CBD)","Crema Espresso Bar","144.9716953",null,null,null,"40",31287,"Cafes and Restaurants","-37.81309819","2010","57-67 Little Collins Street","105913","38"
"111175","Seats - Outdoor","4511",null,"Southbank","Coffee Bean & Tea Leaf","144.9586604",null,null,null,"16",31289,"Cafes and Restaurants","-37.82312164","2010","8 Whiteman Street","110477","803"
"107486","Seats - Outdoor","4512",null,"West Melbourne (Residential)","The Grill ","144.9555843",null,null,null,"8",31322,"Takeaway Food Services","-37.80619737","2010","85-87 Peel Street","107486","435"
"110845","Seats - Outdoor","4511",null,"Docklands","Espresso Hub","144.9530968",null,null,null,"42",31324,"Cafes and Restaurants","-37.81969578","2010","641-679 Collins Street","110845","1101"
"617601","Seats - Indoor","4511",null,"North Melbourne","Cafe Blu On Boundary","144.9394657",null,null,null,"30",31363,"Cafes and Restaurants","-37.7887692","2010","183-187 Boundary Road","619509","2381"
"103816","Seats - Indoor","4511",null,"North Melbourne","Lanna Thai ","144.9540004",null,null,null,"70",31369,"Cafes and Restaurants","-37.79936937","2010","65-67 Flemington Road","103816","377"
"613252","Seats - Outdoor","4511",null,"Docklands","Nashi Myer","144.9458305",null,null,null,"30",31375,"Cafes and Restaurants","-37.821044","2010","800 Collins Street","613252","1108"
"103687","Seats - Indoor","4511",null,"Carlton","Cafe Italia","144.9678678",null,null,null,"240",31378,"Cafes and Restaurants","-37.79918207","2010","195-199 Faraday Street","103687","218"
"106226","Seats - Indoor","4511",null,"Carlton","Gurkhas","144.9671684",null,null,null,"65",31399,"Cafes and Restaurants","-37.80113981","2010","258 Lygon Street","106226","247"
"102503","Seats - Indoor","4511",null,"South Yarra","Botanical Hotel","144.9816996",null,null,null,"150",31402,"Cafes and Restaurants","-37.83431735","2010","161-173 Domain Road","102503","861"
"106090","Seats - Indoor","4511",null,"Carlton","Nick's Souvlaki Bar","144.966075",null,null,null,"36",31406,"Cafes and Restaurants","-37.80391066","2010","135-137 Lygon Street","106090","254"
"105928","Seats - Indoor","4511",null,"Melbourne (CBD)","Brown Sugar Cafe","144.9642254",null,null,null,"30",31438,"Cafes and Restaurants","-37.81528948","2010","317-321 Little Collins Street","105928","35"
"575820","Seats - Indoor","4511",null,"Southbank","Shoji Sushi And Noodles ","144.962154",null,null,null,"30",31449,"Cafes and Restaurants","-37.82167834","2010","1-9 Freshwater Place","575820","802"
"110843","Seats - Outdoor","4511",null,"Docklands","Hungry Jacks","144.951187",null,null,null,"32",31454,"Cafes and Restaurants","-37.81501701","2010","163-261 Spencer Street","110843","1101"
"103984","Seats - Indoor","4511",null,"Melbourne (CBD)","Five66","144.9553465",null,null,null,"35",31466,"Cafes and Restaurants","-37.82072034","2010","566-580 Flinders Street","103984","11"
"101693","Seats - Outdoor","4511",null,"Carlton","Don Tojo","144.9656265",null,null,null,"10",31471,"Cafes and Restaurants","-37.80132569","2010","156-164 Cardigan Street","101693","246"
"106042","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe Giraffe","144.960506",null,null,null,"50",31487,"Cafes and Restaurants","-37.81151662","2010","302-304 Little Lonsdale Street","106042","84"
"106130","Seats - Indoor","4511",null,"Carlton","University Cafe","144.9668382",null,null,null,"120",31493,"Cafes and Restaurants","-37.79947744","2010","255-257 Lygon Street","106130","206"
"110551","Seats - Indoor","4511",null,"Port Melbourne","Cafe Port IT ","144.9253775",null,null,null,"35",31499,"Cafes and Restaurants","-37.82304058","2010","49-89 Turner Street","110551","781"
"561697","Seats - Indoor","4511",null,"Melbourne (CBD)","Occasions Restaurant","144.9528962",null,null,null,"100",31519,"Cafes and Restaurants","-37.81327283","2010","555 La Trobe Street","105462","81"
"615808","Seats - Indoor","4511",null,"Kensington","Kitcch Cafe ","144.9291382",null,null,null,"22",31536,"Cafes and Restaurants","-37.79407422","2010","512 Macaulay Road","615808","2524"
"103940","Seats - Indoor","4512",null,"Melbourne (CBD)","Roule Galette ","144.9663028",null,null,null,"13",31564,"Takeaway Food Services","-37.81685974","2010","241-243 Flinders Lane","103940","15"
"104468","Seats - Indoor","4530",null,"Parkville","University House Club ","144.9612468",null,null,null,"421",31601,"Clubs (Hospitality)","-37.79739836","2010","156-292 Grattan Street","104468","270"
"105304","Seats - Outdoor","4511",null,"Melbourne (CBD)","King Jons","144.9551492",null,null,null,"6",31609,"Cafes and Restaurants","-37.81584127","2010","185 King Street","105304","51"
"525988","Seats - Outdoor","4512",null,"Carlton","Uni Square Cafe","144.9610729",null,null,null,"8",31612,"Takeaway Food Services","-37.80239254","2010","165 Pelham Street","525988","257"
"103956","Seats - Outdoor","4511",null,"Melbourne (CBD)","Barista Espress","144.957712",null,null,null,"21",31639,"Cafes and Restaurants","-37.81937993","2010","487-497 Flinders Lane","103956","12"
"612698","Seats - Indoor","4511",null,"Parkville","Corner Cafe & Convenience Store","144.9391831",null,null,null,"35",31656,"Cafes and Restaurants","-37.77625457","2010","52-62 Cade Way","612698","928"
"109395","Seats - Indoor","4511",null,"Melbourne (CBD)","Ghin Khao","144.9653591",null,null,null,"95",31664,"Cafes and Restaurants","-37.81218452","2010","242 Swanston Street","109395","66"
"101788","Seats - Outdoor","4511",null,"Melbourne (CBD)","Lorca","144.9654744",null,null,null,"18",31665,"Cafes and Restaurants","-37.81664468","2010","258-260 Flinders Lane","101788","25"
"108977","Seats - Indoor","4511",null,"Melbourne (CBD)","Verge Restuarant","144.9741019",null,null,null,"70",31669,"Cafes and Restaurants","-37.81454561","2010","25-31 Spring Street","108977","18"
"603923","Seats - Indoor","4511",null,"Melbourne (CBD)","Shuji Sushi","144.9707325",null,null,null,"40",31708,"Cafes and Restaurants","-37.8091842","2010","32-54 Lonsdale Street","580091","78"
"104468","Seats - Indoor","4520",null,"Parkville","INU Bar & Restuarant/Chefs Table","144.9612468",null,null,null,"180",31757,"Pubs, Taverns and Bars","-37.79739836","2010","156-292 Grattan Street","104468","270"
"105869","Seats - Indoor","4520",null,"Melbourne (CBD)","Khokolat Bar","144.9610735",null,null,null,"34",31792,"Pubs, Taverns and Bars","-37.81359799","2010","386-392 Little Bourke Street","105869","64"
"105375","Seats - Indoor","4512",null,"Melbourne (CBD)","Saucy Satay ","144.9548222",null,null,null,"15",31794,"Takeaway Food Services","-37.81349786","2010","276-282 King Street","105375","72"
"106212","Seats - Outdoor","4511",null,"Carlton","Dimattina's Restaurant Bar","144.9674164",null,null,null,"36",31797,"Cafes and Restaurants","-37.79978612","2010","306-308 Lygon Street","106212","218"
"105690","Seats - Indoor","4511",null,"Melbourne (CBD)","Dion","144.9663534",null,null,null,"100",31808,"Cafes and Restaurants","-37.81133175","2010","203-207 Lonsdale Street","105690","66"
"103325","Seats - Indoor","4511",null,"Melbourne (CBD)","Hudsons Coffee","144.9641934",null,null,null,"31",31827,"Cafes and Restaurants","-37.81591326","2010","84-86 Elizabeth Street","103325","35"
"106154","Seats - Indoor","4511",null,"Carlton","Intersection Cafe","144.9672287",null,null,null,"39",31828,"Cafes and Restaurants","-37.79734681","2010","337-343 Lygon Street","106154","207"
"101224","Seats - Indoor","4511",null,"Melbourne (CBD)","Grossi Florentino","144.9708473",null,null,null,"210",31865,"Cafes and Restaurants","-37.81172969","2010","78-84 Bourke Street","101224","58"
"618951","Seats - Indoor","4511",null,"Parkville","Isabella ","144.9550404",null,null,null,"80",31887,"Cafes and Restaurants","-37.79885182","2010","18-22 Flemington Road","618951","920"
"104669","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafe Max","144.9612623",null,null,null,"74",31889,"Cafes and Restaurants","-37.81339488","2010","54-58 Hardware Lane","104669","64"
"101142","Seats - Indoor","4512",null,"Melbourne (CBD)","Tokio Japanese Take Away","144.9645323",null,null,null,"15",31898,"Takeaway Food Services","-37.81445406","2010","309-325 Bourke Street","101142","45"
"104661","Seats - Outdoor","4511",null,"Melbourne (CBD)","Eat Drink Bento","144.9603936",null,null,null,"9",31956,"Cafes and Restaurants","-37.81210735","2010","115-123 Hardware Street","104661","74"
"106944","Seats - Indoor","4511",null,"Carlton","Casa Farro","144.9748067",null,null,null,"80",31984,"Cafes and Restaurants","-37.79638849","2010","161-163 Nicholson Street","106944","232"
"101144","Seats - Indoor","1182",null,"Melbourne (CBD)","Koko Black","144.964049",null,null,null,"60",31990,"Confectionery Manufacturing","-37.81458812","2010","331-339 Bourke Street","101144","45"
"109789","Seats - Outdoor","4511",null,"North Melbourne","Verve Cafe","144.9495517",null,null,null,"12",32013,"Cafes and Restaurants","-37.80497299","2010","502-506 Victoria Street","109789","354"
"620312","Seats - Outdoor","4511",null,"Docklands","LeCirque","144.9378299",null,null,null,"12",32029,"Cafes and Restaurants","-37.81315031","2010","23-37 Star Crescent","593737","1110"
"614834","Seats - Outdoor","4511",null,"Kensington","Sumos Noodle & Sushi Bar ","144.9287638",null,null,null,"6",32039,"Cafes and Restaurants","-37.79405714","2010","520 Macaulay Road","614834","2523"
"102801","Seats - Outdoor","4511",null,"North Melbourne","Gravitate ","144.9430971",null,null,null,"30",32049,"Cafes and Restaurants","-37.80339727","2010","133 Dryburgh Street","102801","340"
"104004","Seats - Outdoor","4511",null,"Melbourne (CBD)","3Four2 Flinders","144.9630763",null,null,null,"6",32069,"Cafes and Restaurants","-37.81845149","2010","342-348 Flinders Street","104004","14"
"103312","Seats - Indoor","4511",null,"Melbourne (CBD)","Hudson Coffee Lonsdale","144.9628783",null,null,null,"30",32158,"Cafes and Restaurants","-37.81261442","2010","222-260 Elizabeth Street","103312","65"
"104019","Seats - Indoor","4511",null,"Melbourne (CBD)","Nando's","144.9690862",null,null,null,"67",32165,"Cafes and Restaurants","-37.81670922","2010","164-170 Flinders Street","104019","16"
"561698","Seats - Indoor","4511",null,"Melbourne (CBD)","Angliss Restaurant ","144.9528962",null,null,null,"150",32172,"Cafes and Restaurants","-37.81327283","2010","550 Little Lonsdale Street","105462","81"
"110326","Seats - Indoor","4511",null,"Southbank","World RB Pty Ltd","144.9633758",null,null,null,"100",32179,"Cafes and Restaurants","-37.82092509","2010","4 Riverside Quay","110326","801"
"103393","Seats - Indoor","4520",null,"North Melbourne","Rrose Cellar and Bar","144.9490127",null,null,null,"30",32189,"Pubs, Taverns and Bars","-37.80479755","2010","7 Errol Street","103393","345"
"102124","Seats - Outdoor","4511",null,"Melbourne (CBD)","Healthy Appetite","144.9597623",null,null,null,"10",32230,"Cafes and Restaurants","-37.81703239","2010","430-442 Collins Street","102124","33"
"106915","Seats - Indoor","4513",null,"Melbourne (CBD)","Bright Young Things","144.9612978",null,null,null,"75",32264,"Catering Services","-37.81302037","2010","29 Niagara Lane","106915","64"
"109366","Seats - Outdoor","4511",null,"Carlton","Chai","144.9639453",null,null,null,"10",32273,"Cafes and Restaurants","-37.80276989","2010","127-135 Pelham Street","109366","255"
"103943","Seats - Indoor","4512",null,"Melbourne (CBD)","Rice n' Rolls","144.9654844",null,null,null,"8",32285,"Takeaway Food Services","-37.81710105","2010","267-275 Flinders Lane","103943","15"
"105121","Seats - Indoor","4511",null,"East Melbourne","Rocc's Restaurant & Bar","144.9782701",null,null,null,"53",32303,"Cafes and Restaurants","-37.81796562","2010","133-143 Jolimont Road","105121","655"
"101204","Seats - Outdoor","4511",null,"Melbourne (CBD)","Red Silks Restaurant & Bar","144.9672768",null,null,null,"25",32308,"Cafes and Restaurants","-37.8124312","2010","194-200 Bourke Street","101204","56"
"103466","Seats - Indoor","4400",null,"North Melbourne","Rydges North Melbourne","144.9502701",null,null,null,"50",32310,"Accommodation","-37.79681785","2010","265-281 Errol Street","103466","353"
"107902","Seats - Outdoor","4511",null,"North Melbourne","Grigons & Orr Corner Store ","144.952777",null,null,null,"6",32350,"Cafes and Restaurants","-37.80357227","2010","445-447 Queensberry Street","107902","356"
"620312","Seats - Indoor","9139",null,"Docklands","Monkey Mania","144.9378299",null,null,null,"100",32352,"Amusement and Other Recreational Activities n.e.c.","-37.81315031","2010","23-37 Star Crescent","593737","1110"
"108235","Seats - Indoor","4511",null,"Carlton","Sippers","144.9711319",null,null,null,"70",32355,"Cafes and Restaurants","-37.79547684","2010","164 Rathdowne Street","108235","226"
"101106","Seats - Indoor","4511",null,"Melbourne (CBD)","Society Cafe","144.9723947",null,null,null,"90",32357,"Cafes and Restaurants","-37.81181007","2010","23-29 Bourke Street","101106","48"
"103424","Seats - Indoor","4512",null,"North Melbourne","Fandango","144.9494062",null,null,null,"12",32358,"Takeaway Food Services","-37.80260762","2010","97 Errol Street","103424","346"
"101137","Seats - Indoor","4512",null,"Melbourne (CBD)","Yuki Sushi Bar","144.9665978",null,null,null,"14",32398,"Takeaway Food Services","-37.81376503","2010","235-251 Bourke Street","101137","46"
"101202","Seats - Indoor","4511",null,"Melbourne (CBD)","Dragon Boat","144.9668768",null,null,null,"250",32402,"Cafes and Restaurants","-37.81259409","2010","206-218 Bourke Street","101202","56"
"100731","Seats - Outdoor","4511",null,"Melbourne (CBD)","Treviso","144.9606423",null,null,null,"20",32408,"Cafes and Restaurants","-37.81669009","2010","4-10 Bank Place","100731","33"
"106107","Seats - Indoor","4511",null,"Carlton","Zingarella","144.966488",null,null,null,"40",32439,"Cafes and Restaurants","-37.8011904","2010","189 Lygon Street","106107","246"
"109532","Seats - Indoor","4511",null,"South Yarra","Fawkner Club","144.9793098",null,null,null,"74",32440,"Cafes and Restaurants","-37.83713808","2010","2-14 Hope Street","109532","862"
"108071","Seats - Outdoor","4512",null,"Melbourne (CBD)","Platters On Queen ","144.9602891",null,null,null,"10",32479,"Takeaway Food Services","-37.81485954","2010","155-161 Queen Street","108071","53"
"108958","Seats - Indoor","4511",null,"Melbourne (CBD)","Il Sole","144.9518789",null,null,null,"50",32495,"Cafes and Restaurants","-37.81337023","2010","581-589 La Trobe Street","108958","81"
"105688","Seats - Indoor","4511",null,"Melbourne (CBD)","Tsindos Greek Restaurant","144.9665765",null,null,null,"80",32525,"Cafes and Restaurants","-37.81128456","2010","197 Lonsdale Street","105688","66"
"103168","Seats - Indoor","4511",null,"Melbourne (CBD)","City Pizza","144.9644466",null,null,null,"36",32532,"Cafes and Restaurants","-37.81771534","2010","17-19 Elizabeth Street","103168","14"
"105322","Seats - Indoor","4511",null,"West Melbourne (Residential)","King's Cafe Phoenix ","144.9535142",null,null,null,"40",32598,"Cafes and Restaurants","-37.81214527","2010","347-349 King Street","105322","91"
"108632","Seats - Outdoor","4511",null,"Melbourne (Remainder)","Commodity Cafe ","144.977677",null,null,null,"40",32624,"Cafes and Restaurants","-37.83949217","2010","439-445 St Kilda Road","108632","759"
"105890","Seats - Indoor","4511",null,"Melbourne (CBD)","Yuriya Japanese Restaurant","144.96713",null,null,null,"120",32633,"Cafes and Restaurants","-37.8118553","2010","172-176 Little Bourke Street","105890","66"
"103605","Seats - Indoor","4511",null,"Melbourne (CBD)","Fortune Banquet ","144.9695206",null,null,null,"90",32651,"Cafes and Restaurants","-37.81051104","2010","231-233 Exhibition Street","103605","67"
"103809","Seats - Indoor","4520",null,"North Melbourne","Tufclub ","144.9563792",null,null,null,"98",32655,"Pubs, Taverns and Bars","-37.80130394","2010","1-3 Flemington Road","103809","375"
"603923","Seats - Outdoor","4511",null,"Melbourne (CBD)","Mum Mums Bistro","144.9707325",null,null,null,"44",32690,"Cafes and Restaurants","-37.8091842","2010","32-54 Lonsdale Street","580091","78"
"102117","Seats - Outdoor","4129",null,"Melbourne (CBD)","Cacao Fine Chocolates And Patisserie","144.9574732",null,null,null,"10",32733,"Other Specialised Food Retailing","-37.81753383","2010","500-514 Collins Street","102117","32"
"101783","Seats - Indoor","4511",null,"Melbourne (CBD)","Supper Inn","144.9661302",null,null,null,"70",32741,"Cafes and Restaurants","-37.81188094","2010","15-17 Celestial Avenue","101783","66"
"105882","Seats - Indoor","4511",null,"Melbourne (CBD)","Kun Ming Cafe","144.9662792",null,null,null,"80",32773,"Cafes and Restaurants","-37.81203484","2010","212 Little Bourke Street","105882","66"
"602733","Seats - Indoor","4511",null,"Port Melbourne","Black Jack Cafe","144.920988",null,null,null,"16",32779,"Cafes and Restaurants","-37.82600955","2010","1 Phillip Court","110589","786"
"110734","Seats - Indoor","4511",null,"Southbank","EQ Cafe","144.9682264",null,null,null,"220",32804,"Cafes and Restaurants","-37.82094188","2010","100 St Kilda Road","110733","752"
"103704","Seats - Outdoor","4511",null,"Carlton","Brunetti","144.9680207",null,null,null,"32",32807,"Cafes and Restaurants","-37.79844782","2010","194-196 Faraday Street","103704","217"
"581061","Seats - Outdoor","4511",null,"Kensington","Rendez Vue","144.9163635",null,null,null,"14",32808,"Cafes and Restaurants","-37.79387621","2010","70 Speakmen Street","573767","559"
"108079","Seats - Indoor","4512",null,"Melbourne (CBD)","Fresh Sushi ","144.9597543",null,null,null,"24",32827,"Takeaway Food Services","-37.81355361","2010","221-231 Queen Street","108079","63"
"108949","Seats - Outdoor","4520",null,"West Melbourne (Residential)","The Carron Tavern","144.9508616",null,null,null,"45",32828,"Pubs, Taverns and Bars","-37.81114228","2010","396-400 Spencer Street","108949","101"
"103943","Seats - Indoor","4512",null,"Melbourne (CBD)","Indulgence Corner Bakery - Cafe","144.9654844",null,null,null,"2",32842,"Takeaway Food Services","-37.81710105","2010","267-275 Flinders Lane","103943","15"
"601810","Seats - Indoor","4520",null,"Docklands","Melbourne Yatch CLub Hotel","144.9390269",null,null,null,"60",32851,"Pubs, Taverns and Bars","-37.81517782","2010","439-441 Docklands Drive","593728","1109"
"108647","Seats - Outdoor","4511",null,"Melbourne (Remainder)","Reset Cafe","144.9800592",null,null,null,"26",32877,"Cafes and Restaurants","-37.84607473","2010","541-543 St Kilda Road","108647","724"
"106112","Seats - Indoor","4512",null,"Carlton","Lesley's Cafe","144.9666591",null,null,null,"10",32892,"Takeaway Food Services","-37.80096704","2010","199 Lygon Street","106112","246"
"105958","Seats - Outdoor","4511",null,"Melbourne (CBD)","Oriental Tea House","144.9620207",null,null,null,"8",32903,"Cafes and Restaurants","-37.81551671","2010","378-380 Little Collins Street","105958","44"
"101142","Seats - Indoor","4511",null,"Melbourne (CBD)","Riva Bar Cafe","144.9645323",null,null,null,"55",32930,"Cafes and Restaurants","-37.81445406","2010","309-325 Bourke Street","101142","45"
"573925","Seats - Indoor","4511",null,"Docklands","Mecca Bah","144.9414051",null,null,null,"80",32973,"Cafes and Restaurants","-37.8153411","2010","55 Newquay Promenade","573925","1109"
"578320","Seats - Outdoor","4511",null,"Melbourne (CBD)","Tjanabi @ Fed Square","144.9699175",null,null,null,"80",32978,"Cafes and Restaurants","-37.81784465","2010","2 Swanston Street","573333","6"
"109263","Seats - Indoor","4511",null,"Melbourne (CBD)","Subway","144.9667041",null,null,null,"43",33031,"Cafes and Restaurants","-37.81674222","2010","31-41 Swanston Street","109263","15"
"108590","Seats - Indoor","4511",null,"Melbourne (CBD)","Pizza Napoli","144.9687154",null,null,null,"90",33083,"Cafes and Restaurants","-37.81342961","2010","122 Russell Street","108590","47"
"103380","Seats - Indoor","4511",null,"Kensington","Blush Foodroom","144.9256097",null,null,null,"60",33093,"Cafes and Restaurants","-37.79223674","2010","43 Epsom Road","103380","547"
"108115","Seats - Indoor","4511",null,"Melbourne (CBD)","Maha Bar & Grill","144.9625299",null,null,null,"80",33114,"Cafes and Restaurants","-37.81819275","2010","20-26 Queen Street","108115","14"
"105919","Seats - Outdoor","4512",null,"Melbourne (CBD)","Pushka Espresso","144.9656034",null,null,null,"6",33124,"Takeaway Food Services","-37.81483458","2010","267 Little Collins Street","105919","35"
"105961","Seats - Indoor","4511",null,"Melbourne (CBD)","Gordons Cafe & Bar","144.9643486",null,null,null,"26",33128,"Cafes and Restaurants","-37.81473293","2010","304-306 Little Collins Street","105961","45"
"101233","Seats - Indoor","4520",null,"Melbourne (CBD)","Palace Theatre ","144.9721471",null,null,null,"170",33132,"Pubs, Taverns and Bars","-37.81117272","2010","20-30 Bourke Street","101233","58"
"105681","Seats - Indoor","4512",null,"Melbourne (CBD)","Sushi Gotcha","144.9681529",null,null,null,"11",33136,"Takeaway Food Services","-37.81081665","2010","145-147 Lonsdale Street","110701","67"
"103908","Seats - Indoor","4511",null,"Parkville","Cafe at the Childrens","144.9501914",null,null,null,"146",33148,"Cafes and Restaurants","-37.79382016","2010","50-52 Flemington Road","103908","931"
"101157","Seats - Indoor","4511",null,"Melbourne (CBD)","Romano's Coffee","144.957018",null,null,null,"63",33154,"Cafes and Restaurants","-37.81647428","2010","561-571 Bourke Street","101157","42"
